fight_id,fighter1,fighter2,result,bout,method,round,time,format,ref
1250,Dominick Reyes,Ryan Spann,Ryan Spann,Light Heavyweight Bout,KO/TKO,1,1:20,3 Rnd (5-5-5),Marc Goddard
1251,Erin Blanchfield,Molly McCann,Erin Blanchfield,Women's Flyweight Bout,Submission,1,3:37,3 Rnd (5-5-5),Kevin MacDonald
1252,Andre Petroski,Wellington Turman,Andre Petroski,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
1253,Matt Frevola,Ottman Azaitar,Matt Frevola,Lightweight Bout,KO/TKO,1,2:30,3 Rnd (5-5-5),Dan Miragliotta
1254,Karolina Kowalkiewicz,Silvana Gomez Juarez,Karolina Kowalkiewicz,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1255,Michael Trizano,SeungWoo Choi,Michael Trizano,Featherweight Bout,KO/TKO,1,4:51,3 Rnd (5-5-5),Kevin MacDonald
1256,Julio Arce,Montel Jackson,Montel Jackson,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1257,Carlos Ulberg,Nicolae Negumereanu,Carlos Ulberg,Light Heavyweight Bout,KO/TKO,1,3:44,3 Rnd (5-5-5),Kevin MacDonald
1258,Marina Rodriguez,Amanda Lemos,Amanda Lemos,Women's Strawweight Bout,KO/TKO,3,0:54,5 Rnd (5-5-5-5-5),Jason Herzog
1259,Neil Magny,Daniel Rodriguez,Neil Magny,Welterweight Bout,Submission,3,3:33,3 Rnd (5-5-5),Herb Dean
1260,Darrick Minner,Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,Featherweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Mark Smith
1261,Tagir Ulanbekov,Nate Maness,Tagir Ulanbekov,Flyweight Bout,Submission,1,2:11,3 Rnd (5-5-5),Chris Tognoni
1262,Grant Dawson,Mark Madsen,Grant Dawson,Lightweight Bout,Submission,3,2:05,3 Rnd (5-5-5),Herb Dean
1263,Miranda Maverick,Shanna Young,Miranda Maverick,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1264,Mario Bautista,Benito Lopez,Mario Bautista,Bantamweight Bout,Submission,1,4:54,3 Rnd (5-5-5),Chris Tognoni
1265,Polyana Viana,Jinh Yu Frey,Polyana Viana,Women's Strawweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Herb Dean
1266,Liudvik Sholinian,Johnny Munoz,Johnny Munoz,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
1267,Carlos Candelario,Jake Hadley,Jake Hadley,Flyweight Bout,Submission,2,2:39,3 Rnd (5-5-5),Jason Herzog
1268,Tamires Vidal,Ramona Pascual,Tamires Vidal,Women's Bantamweight Bout,KO/TKO,1,3:06,3 Rnd (5-5-5),Chris Tognoni
1269,Calvin Kattar,Arnold Allen,Arnold Allen,Featherweight Bout,KO/TKO,2,0:08,5 Rnd (5-5-5-5-5),Herb Dean
1270,Tim Means,Max Griffin,Max Griffin,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
1271,Waldo Cortes-Acosta,Jared Vanderaa,Waldo Cortes-Acosta,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
1272,Josh Fremd,Tresean Gore,Tresean Gore,Middleweight Bout,Submission,2,0:49,3 Rnd (5-5-5),Chris Tognoni
1273,Dustin Jacoby,Khalil Rountree Jr.,Khalil Rountree Jr.,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
1274,Phil Hawes,Roman Dolidze,Roman Dolidze,Middleweight Bout,KO/TKO,1,4:09,3 Rnd (5-5-5),Dan Miragliotta
1275,Andrei Arlovski,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Heavyweight Bout,Submission,1,1:50,3 Rnd (5-5-5),Mark Smith
1276,Joseph Holmes,JunYong Park,JunYong Park,Middleweight Bout,Submission,2,3:04,3 Rnd (5-5-5),Chris Tognoni
1277,Chase Hooper,Steve Garcia,Steve Garcia,Featherweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Herb Dean
1278,Cody Durden,Carlos Mota,Cody Durden,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
1279,Christian Rodriguez,Joshua Weems,Christian Rodriguez,Bantamweight Bout,Submission,1,4:07,3 Rnd (5-5-5),Chris Tognoni
1280,Charles Oliveira,Islam Makhachev,Islam Makhachev,UFC Lightweight Title Bout,Submission,2,3:16,5 Rnd (5-5-5-5-5),Jason Herzog
1281,Aljamain Sterling,TJ Dillashaw,Aljamain Sterling,UFC Bantamweight Title Bout,KO/TKO,2,3:44,5 Rnd (5-5-5-5-5),Marc Goddard
1282,Petr Yan,Sean O'Malley,Sean O'Malley,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog
1283,Beneil Dariush,Mateusz Gamrot,Beneil Dariush,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
1284,Katlyn Cerminara,Manon Fiorot,Manon Fiorot,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1285,Belal Muhammad,Sean Brady,Belal Muhammad,Welterweight Bout,KO/TKO,2,4:47,3 Rnd (5-5-5),Lukasz Bosacki
1286,Makhmud Muradov,Caio Borralho,Caio Borralho,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
1287,Volkan Oezdemir,Nikita Krylov,Nikita Krylov,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1288,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,Abubakar Nurmagomedov,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
1289,Armen Petrosyan,AJ Dobson,Armen Petrosyan,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1290,Muhammad Mokaev,Malcolm Gordon,Muhammad Mokaev,Flyweight Bout,Submission,3,4:26,3 Rnd (5-5-5),Daniel Movahedi
1291,Karol Rosa,Lina Lansberg,Karol Rosa,Women's Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
1292,Alexa Grasso,Viviane Araujo,Alexa Grasso,Women's Flyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith
1293,Cub Swanson,Jonathan Martinez,Jonathan Martinez,Bantamweight Bout,KO/TKO,2,4:19,3 Rnd (5-5-5),Herb Dean
1294,Jordan Wright,Dusko Todorovic,Dusko Todorovic,Middleweight Bout,KO/TKO,2,3:12,3 Rnd (5-5-5),Chris Tognoni
1295,Raphael Assuncao,Victor Henry,Raphael Assuncao,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
1296,Misha Cirkunov,Alonzo Menifield,Alonzo Menifield,Light Heavyweight Bout,KO/TKO,1,1:28,3 Rnd (5-5-5),Mark Smith
1297,Mana Martinez,Brandon Davis,Mana Martinez,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
1298,Nick Maximov,Jacob Malkoun,Jacob Malkoun,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
1299,Joanderson Brito,Lucas Alexander,Joanderson Brito,Featherweight Bout,Submission,1,2:02,3 Rnd (5-5-5),Chris Tognoni
1300,Piera Rodriguez,Sam Hughes,Piera Rodriguez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel
1301,Tatsuro Taira,CJ Vergara,Tatsuro Taira,Flyweight Bout,Submission,2,4:19,3 Rnd (5-5-5),Kerry Hatley
1302,Mike Jackson,Pete Rodriguez,Pete Rodriguez,Welterweight Bout,KO/TKO,1,1:33,3 Rnd (5-5-5),Chris Tognoni
1303,Mackenzie Dern,Yan Xiaonan,Yan Xiaonan,Women's Strawweight Bout,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Chris Tognoni
1304,Randy Brown,Francisco Trinaldo,Randy Brown,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
1305,Raoni Barcelos,Trevin Jones,Raoni Barcelos,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
1306,Sodiq Yusuff,Don Shainis,Sodiq Yusuff,Featherweight Bout,Submission,1,0:30,3 Rnd (5-5-5),Jacob Montalvo
1307,Mike Davis,Viacheslav Borshchev,Mike Davis,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
1308,John Castaneda,Daniel Santos,Daniel Santos,Catch Weight Bout,KO/TKO,2,4:28,3 Rnd (5-5-5),Keith Peterson
1309,Ilir Latifi,Aleksei Oleinik,Ilir Latifi,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo
1310,Joaquim Silva,Jesse Ronson,Joaquim Silva,Lightweight Bout,KO/TKO,2,3:08,3 Rnd (5-5-5),Keith Peterson
1311,Krzysztof Jotko,Brendan Allen,Brendan Allen,Middleweight Bout,Submission,1,4:17,3 Rnd (5-5-5),Kerry Hatley
1312,Julija Stoliarenko,Chelsea Chandler,Chelsea Chandler,Catch Weight Bout,KO/TKO,1,4:15,3 Rnd (5-5-5),Jacob Montalvo
1313,Guido Cannetti,Randy Costa,Guido Cannetti,Bantamweight Bout,Submission,1,1:04,3 Rnd (5-5-5),Chris Tognoni
1314,Cory Sandhagen,Song Yadong,Cory Sandhagen,Bantamweight Bout,TKO - Doctor's Stoppage,4,5:00,5 Rnd (5-5-5-5-5),Herb Dean
1315,Chidi Njokuani,Gregory Rodrigues,Gregory Rodrigues,Middleweight Bout,KO/TKO,2,1:27,3 Rnd (5-5-5),Mark Smith
1316,Andre Fili,Bill Algeo,Andre Fili,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson
1317,Joe Pyfer,Alen Amedovski,Joe Pyfer,Middleweight Bout,KO/TKO,1,3:55,3 Rnd (5-5-5),Chris Tognoni
1318,Tanner Boser,Rodrigo Nascimento,Rodrigo Nascimento,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
1319,Anthony Hernandez,Marc-Andre Barriault,Anthony Hernandez,Middleweight Bout,Submission,3,1:53,3 Rnd (5-5-5),Herb Dean
1320,Damon Jackson,Pat Sabatini,Damon Jackson,Featherweight Bout,KO/TKO,1,1:09,3 Rnd (5-5-5),Keith Peterson
1321,Trevin Giles,Louis Cosce,Trevin Giles,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
1322,Denise Gomes,Loma Lookboonmee,Loma Lookboonmee,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
1323,Trey Ogden,Daniel Zellhuber,Trey Ogden,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1324,Mariya Agapova,Gillian Robertson,Gillian Robertson,Women's Flyweight Bout,Submission,2,2:19,3 Rnd (5-5-5),Mark Smith
1325,Tony Gravely,Javid Basharat,Javid Basharat,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
1326,Nikolas Motta,Cameron VanCamp,Nikolas Motta,Lightweight Bout,KO/TKO,1,3:49,3 Rnd (5-5-5),Chris Tognoni
1327,Nate Diaz,Tony Ferguson,Nate Diaz,Welterweight Bout,Submission,4,2:52,5 Rnd (5-5-5-5-5),Marc Goddard
1328,Khamzat Chimaev,Kevin Holland,Khamzat Chimaev,Catch Weight Bout,Submission,1,2:13,5 Rnd (5-5-5-5-5),Herb Dean
1329,Li Jingliang,Daniel Rodriguez,Daniel Rodriguez,Catch Weight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
1330,Irene Aldana,Macy Chiasson,Irene Aldana,Catch Weight Bout,KO/TKO,3,2:21,3 Rnd (5-5-5),Jason Herzog
1331,Johnny Walker,Ion Cutelaba,Johnny Walker,Light Heavyweight Bout,Submission,1,4:37,3 Rnd (5-5-5),Mike Beltran
1332,Hakeem Dawodu,Julian Erosa,Julian Erosa,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1333,Jailton Almeida,Anton Turkalj,Jailton Almeida,Catch Weight Bout,Submission,1,4:27,3 Rnd (5-5-5),Marc Goddard
1334,Denis Tiuliulin,Jamie Pickett,Denis Tiuliulin,Middleweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Mike Beltran
1335,Jake Collier,Chris Barnett,Chris Barnett,Heavyweight Bout,KO/TKO,2,2:24,3 Rnd (5-5-5),Mark Smith
1336,Norma Dumont,Danyelle Wolf,Norma Dumont,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1337,Chad Anheliger,Alatengheili,Alatengheili,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1338,Melissa Martinez,Elise Reed,Elise Reed,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
1339,Darian Weeks,Yohan Lainesse,Yohan Lainesse,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
1340,Ciryl Gane,Tai Tuivasa,Ciryl Gane,Heavyweight Bout,KO/TKO,3,4:23,5 Rnd (5-5-5-5-5),Marc Goddard
1341,Robert Whittaker,Marvin Vettori,Robert Whittaker,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1342,Nassourdine Imavov,Joaquin Buckley,Nassourdine Imavov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1343,Alessio Di Chirico,Roman Kopylov,Roman Kopylov,Middleweight Bout,KO/TKO,3,1:09,3 Rnd (5-5-5),Rich Mitchell
1344,William Gomis,Jarno Errens,William Gomis,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog
1345,Charles Jourdain,Nathaniel Wood,Nathaniel Wood,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
1346,Abus Magomedov,Dustin Stoltzfus,Abus Magomedov,Middleweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Loic Pora
1347,John Makdessi,Nasrat Haqparast,Nasrat Haqparast,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1348,Fares Ziam,Michal Figlak,Fares Ziam,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
1349,Benoit Saint Denis,Gabriel Miranda,Benoit Saint Denis,Lightweight Bout,KO/TKO,2,0:16,3 Rnd (5-5-5),Jason Herzog
1350,Khalid Taha,Cristian Quinonez,Cristian Quinonez,Bantamweight Bout,KO/TKO,1,3:15,3 Rnd (5-5-5),Rich Mitchell
1351,Stephanie Egger,Ailin Perez,Stephanie Egger,Women's Featherweight Bout,Submission,2,4:54,3 Rnd (5-5-5),Loic Pora
1352,Kamaru Usman,Leon Edwards,Leon Edwards,UFC Welterweight Title Bout,KO/TKO,5,4:04,5 Rnd (5-5-5-5-5),Herb Dean
1353,Paulo Costa,Luke Rockhold,Paulo Costa,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
1354,Jose Aldo,Merab Dvalishvili,Merab Dvalishvili,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1355,Wu Yanan,Lucie Pudilova,Lucie Pudilova,Women's Bantamweight Bout,KO/TKO,2,4:04,3 Rnd (5-5-5),Herb Dean
1356,Tyson Pedro,Harry Hunsucker,Tyson Pedro,Light Heavyweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Mike Beltran
1357,Marcin Tybura,Alexandr Romanov,Marcin Tybura,Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog
1358,Leonardo Santos,Jared Gordon,Jared Gordon,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1359,Sean Woodson,Luis Saldana,Draw,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
1360,AJ Fletcher,Ange Loosa,Ange Loosa,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
1361,Amir Albazi,Francisco Figueiredo,Amir Albazi,Flyweight Bout,Submission,1,4:34,3 Rnd (5-5-5),Dave Seljestad
1362,Aoriqileng,Jay Perrin,Aoriqileng,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson
1363,Daniel Lacerda,Victor Altamirano,Victor Altamirano,Flyweight Bout,KO/TKO,1,3:39,3 Rnd (5-5-5),Dave Seljestad
1364,Marlon Vera,Dominick Cruz,Marlon Vera,Bantamweight Bout,KO/TKO,4,2:17,5 Rnd (5-5-5-5-5),Herb Dean
1365,Nate Landwehr,David Onama,Nate Landwehr,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mike Beltran
1366,Yazmin Jauregui,Iasmin Lucindo,Yazmin Jauregui,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1367,Devin Clark,Azamat Murzakanov,Azamat Murzakanov,Light Heavyweight Bout,KO/TKO,3,1:18,3 Rnd (5-5-5),Frank Trigg
1368,Priscila Cachoeira,Ariane da Silva,Priscila Cachoeira,Women's Bantamweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Herb Dean
1369,Bruno Silva,Gerald Meerschaert,Gerald Meerschaert,Middleweight Bout,Submission,3,1:39,3 Rnd (5-5-5),Mike Beltran
1370,Angela Hill,Loopy Godinez,Angela Hill,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
1371,Martin Buday,Lukasz Brzeski,Martin Buday,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Frank Trigg
1372,Cynthia Calvillo,Nina Nunes,Nina Nunes,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
1373,Gabriel Benitez,Charlie Ontiveros,Gabriel Benitez,Lightweight Bout,KO/TKO,1,3:33,3 Rnd (5-5-5),Mike Beltran
1374,Ode Osbourne,Tyson Nam,Tyson Nam,Flyweight Bout,KO/TKO,1,2:59,3 Rnd (5-5-5),Jason Herzog
1375,Jason Witt,Josh Quinlan,Josh Quinlan,Catch Weight Bout,KO/TKO,1,2:09,3 Rnd (5-5-5),Frank Trigg
1376,Youssef Zalal,Da'Mon Blackshear,Draw,Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Herb Dean
1377,Thiago Santos,Jamahal Hill,Jamahal Hill,Light Heavyweight Bout,KO/TKO,4,2:31,5 Rnd (5-5-5-5-5),Herb Dean
1378,Vicente Luque,Geoff Neal,Geoff Neal,Welterweight Bout,KO/TKO,3,2:01,3 Rnd (5-5-5),Keith Peterson
1379,Mohammed Usman,Zac Pauga,Mohammed Usman,Heavyweight Bout,KO/TKO,2,0:36,3 Rnd + OT (5-5-5-5),Mark Smith
1380,Brogan Walker,Juliana Miller,Juliana Miller,Women's Flyweight Bout,KO/TKO,3,3:57,3 Rnd + OT (5-5-5-5),Keith Peterson
1381,Augusto Sakai,Serghei Spivac,Serghei Spivac,Heavyweight Bout,KO/TKO,2,3:42,3 Rnd (5-5-5),Mark Smith
1382,Terrance McKinney,Erick Gonzalez,Terrance McKinney,Lightweight Bout,Submission,1,2:17,3 Rnd (5-5-5),Keith Peterson
1383,Sam Alvey,Michal Oleksiejczuk,Michal Oleksiejczuk,Middleweight Bout,KO/TKO,1,1:56,3 Rnd (5-5-5),Herb Dean
1384,Bryan Battle,Takashi Sato,Bryan Battle,Welterweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),Mark Smith
1385,Cory McKenna,Miranda Granger,Cory McKenna,Women's Strawweight Bout,Submission,2,1:03,3 Rnd (5-5-5),Keith Peterson
1386,Mayra Bueno Silva,Stephanie Egger,Mayra Bueno Silva,Women's Bantamweight Bout,Submission,1,1:17,3 Rnd (5-5-5),Chris Tognoni
1387,Julianna Pena,Amanda Nunes,Amanda Nunes,UFC Women's Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran
1388,Brandon Moreno,Kai Kara-France,Brandon Moreno,UFC Interim Flyweight Title Bout,KO/TKO,3,4:34,5 Rnd (5-5-5-5-5),Herb Dean
1389,Derrick Lewis,Sergei Pavlovich,Sergei Pavlovich,Heavyweight Bout,KO/TKO,1,0:55,3 Rnd (5-5-5),Dan Miragliotta
1390,Alexandre Pantoja,Alex Perez,Alexandre Pantoja,Flyweight Bout,Submission,1,1:31,3 Rnd (5-5-5),Kerry Hatley
1391,Magomed Ankalaev,Anthony Smith,Magomed Ankalaev,Light Heavyweight Bout,KO/TKO,2,3:09,3 Rnd (5-5-5),Jacob Montalvo
1392,Alex Morono,Matthew Semelsberger,Alex Morono,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
1393,Drew Dober,Rafael Alves,Drew Dober,Lightweight Bout,KO/TKO,3,1:30,3 Rnd (5-5-5),Mike Beltran
1394,Don'Tale Mayes,Hamdy Abdelwahab,NC,Heavyweight Bout,Overturned,3,5:00,3 Rnd (5-5-5),Kerry Hatley
1395,Drakkar Klose,Rafa Garcia,Drakkar Klose,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo
1396,Michael Morales,Adam Fugitt,Michael Morales,Welterweight Bout,KO/TKO,3,1:09,3 Rnd (5-5-5),Herb Dean
1397,Joselyne Edwards,Ji Yeon Kim,Joselyne Edwards,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
1398,Nicolae Negumereanu,Ihor Potieria,Nicolae Negumereanu,Light Heavyweight Bout,KO/TKO,2,3:33,3 Rnd (5-5-5),Kerry Hatley
1399,Orion Cosce,Blood Diamond,Orion Cosce,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo
1400,Curtis Blaydes,Tom Aspinall,Curtis Blaydes,Heavyweight Bout,KO/TKO,1,0:15,5 Rnd (5-5-5-5-5),Herb Dean
1401,Jack Hermansson,Chris Curtis,Jack Hermansson,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1402,Paddy Pimblett,Jordan Leavitt,Paddy Pimblett,Lightweight Bout,Submission,2,2:46,3 Rnd (5-5-5),Daniel Movahedi
1403,Nikita Krylov,Alexander Gustafsson,Nikita Krylov,Light Heavyweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Marc Goddard
1404,Molly McCann,Hannah Goldy,Molly McCann,Women's Flyweight Bout,KO/TKO,1,3:52,3 Rnd (5-5-5),Herb Dean
1405,Paul Craig,Volkan Oezdemir,Volkan Oezdemir,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
1406,Mason Jones,Ludovit Klein,Ludovit Klein,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1407,Marc Diakiese,Damir Hadzovic,Marc Diakiese,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1408,Nathaniel Wood,Charles Rosa,Nathaniel Wood,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
1409,Makwan Amirkhani,Jonathan Pearce,Jonathan Pearce,Featherweight Bout,KO/TKO,2,4:10,3 Rnd (5-5-5),Daniel Movahedi
1410,Muhammad Mokaev,Charles Johnson,Muhammad Mokaev,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
1411,Jai Herbert,Kyle Nelson,Jai Herbert,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1412,Mandy Bohm,Victoria Leonardo,Victoria Leonardo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
1413,Claudio Silva,Nicolas Dalby,Nicolas Dalby,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
1414,Brian Ortega,Yair Rodriguez,Yair Rodriguez,Featherweight Bout,KO/TKO,1,4:11,5 Rnd (5-5-5-5-5),Keith Peterson
1415,Michelle Waterson-Gomez,Amanda Lemos,Amanda Lemos,Women's Strawweight Bout,Submission,2,1:48,3 Rnd (5-5-5),Kevin MacDonald
1416,Li Jingliang,Muslim Salikhov,Li Jingliang,Welterweight Bout,KO/TKO,2,4:38,3 Rnd (5-5-5),Dan Miragliotta
1417,Matt Schnell,Sumudaerji,Matt Schnell,Flyweight Bout,Submission,2,4:24,3 Rnd (5-5-5),Jacob Montalvo
1418,Shane Burgos,Charles Jourdain,Shane Burgos,Featherweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Keith Peterson
1419,Lauren Murphy,Miesha Tate,Lauren Murphy,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald
1420,Punahele Soriano,Dalcha Lungiambula,Punahele Soriano,Middleweight Bout,KO/TKO,2,0:28,3 Rnd (5-5-5),Dan Miragliotta
1421,Ricky Simon,Jack Shore,Ricky Simon,Bantamweight Bout,Submission,2,3:28,3 Rnd (5-5-5),Jacob Montalvo
1422,Bill Algeo,Herbert Burns,Bill Algeo,Featherweight Bout,KO/TKO,2,1:50,3 Rnd (5-5-5),Keith Peterson
1423,Dustin Jacoby,Da Woon Jung,Dustin Jacoby,Light Heavyweight Bout,KO/TKO,1,3:13,3 Rnd (5-5-5),Kevin MacDonald
1424,Dwight Grant,Dustin Stoltzfus,Dustin Stoltzfus,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
1425,Jessica Penne,Emily Ducote,Emily Ducote,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo
1426,Rafael Dos Anjos,Rafael Fiziev,Rafael Fiziev,Lightweight Bout,KO/TKO,5,0:18,5 Rnd (5-5-5-5-5),Mark Smith
1427,Caio Borralho,Armen Petrosyan,Caio Borralho,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
1428,Douglas Silva de Andrade,Said Nurmagomedov,Said Nurmagomedov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
1429,Jared Vanderaa,Chase Sherman,Chase Sherman,Heavyweight Bout,KO/TKO,3,3:10,3 Rnd (5-5-5),Mark Smith
1430,Aiemann Zahabi,Ricky Turcios,Aiemann Zahabi,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
1431,Michael Johnson,Jamie Mullarkey,Jamie Mullarkey,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
1432,Cody Brundage,Tresean Gore,Cody Brundage,Middleweight Bout,KO/TKO,1,3:50,3 Rnd (5-5-5),Herb Dean
1433,Antonina Shevchenko,Cortney Casey,Antonina Shevchenko,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
