fight_id,fighter1,fighter2,result,bout,method,round,time,format,ref
185,Yan Xiaonan,Tabatha Ricci,Yan Xiaonan,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
186,Song Kenan,Muslim Salikhov,Muslim Salikhov,Welterweight Bout,KO/TKO,1,3:49,3 Rnd (5-5-5),Mark Craig
187,Wang Cong,Gabriella Fernandes,Gabriella Fernandes,Women's Flyweight Bout,Submission,2,3:49,3 Rnd (5-5-5),Marc Goddard
188,Volkan Oezdemir,Carlos Ulberg,Carlos Ulberg,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
189,Zhang Mingyang,Ozzy Diaz,Zhang Mingyang,Light Heavyweight Bout,KO/TKO,1,2:25,3 Rnd (5-5-5),Kevin Sataki
190,Baergeng Jieleyisi,SuYoung You,SuYoung You,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Mike Beltran
191,Kiru Sahota,DongHun Choi,DongHun Choi,Flyweight Bout,KO/TKO,1,2:36,3 Rnd + OT (5-5-5-5),Mark Craig
192,Shi Ming,Feng Xiaocan,Shi Ming,Women's Strawweight Bout,KO/TKO,3,0:46,3 Rnd + OT (5-5-5-5),Kevin Sataki
193,Nyamjargal Tumendemberel,Carlos Hernandez,Carlos Hernandez,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
194,Lone'er Kavanagh,Jose Ochoa,Lone'er Kavanagh,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Craig
195,Xiao Long,Quang Le,Xiao Long,Bantamweight Bout,KO/TKO,3,1:28,3 Rnd (5-5-5),Mike Beltran
196,Maheshate,Nikolas Motta,Nikolas Motta,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki
197,Jon Jones,Stipe Miocic,Jon Jones,UFC Heavyweight Title Bout,KO/TKO,3,4:29,5 Rnd (5-5-5-5-5),Herb Dean
198,Charles Oliveira,Michael Chandler,Charles Oliveira,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson
199,Bo Nickal,Paul Craig,Bo Nickal,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
200,Viviane Araujo,Karine Silva,Viviane Araujo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
201,Mauricio Ruffy,James Llontop,Mauricio Ruffy,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald
202,Jonathan Martinez,Marcus McGhee,Marcus McGhee,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
203,Jim Miller,Damon Jackson,Jim Miller,Lightweight Bout,Submission,1,2:44,3 Rnd (5-5-5),Keith Peterson
204,David Onama,Roberto Romero,David Onama,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
205,Marcin Tybura,Jhonata Diniz,Marcin Tybura,Heavyweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Herb Dean
206,Mickey Gall,Ramiz Brahimaj,Ramiz Brahimaj,Welterweight Bout,KO/TKO,1,2:55,3 Rnd (5-5-5),Kevin MacDonald
207,Bassil Hafez,Oban Elliott,Oban Elliott,Welterweight Bout,KO/TKO,3,0:40,3 Rnd (5-5-5),Marc Goddard
208,Veronica Hardy,Eduarda Moura,Eduarda Moura,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
209,Neil Magny,Carlos Prates,Carlos Prates,Welterweight Bout,KO/TKO,1,4:50,5 Rnd (5-5-5-5-5),Mark Smith
210,Gerald Meerschaert,Reinier de Ridder,Reinier de Ridder,Middleweight Bout,Submission,3,1:44,3 Rnd (5-5-5),Mike Beltran
211,Gaston Bolanos,Cortavious Romious,Gaston Bolanos,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
212,Luana Pinheiro,Gillian Robertson,Gillian Robertson,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
213,Mansur Abdul-Malik,Dusko Todorovic,Mansur Abdul-Malik,Middleweight Bout,KO/TKO,1,2:44,3 Rnd (5-5-5),Mike Beltran
214,Karolina Kowalkiewicz,Denise Gomes,Denise Gomes,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
215,Elizeu Zaleski dos Santos,Zachary Scroggin,Elizeu Zaleski dos Santos,Welterweight Bout,KO/TKO,1,1:15,3 Rnd (5-5-5),Chris Tognoni
216,Matthew Semelsberger,Charles Radtke,Charles Radtke,Welterweight Bout,KO/TKO,1,0:51,3 Rnd (5-5-5),Kerry Hatley
217,Cody Stamann,Da'Mon Blackshear,Da'Mon Blackshear,Bantamweight Bout,Submission,1,4:19,3 Rnd (5-5-5),Mike Beltran
218,Tresean Gore,Antonio Trocoli,Tresean Gore,Middleweight Bout,Submission,1,1:23,3 Rnd (5-5-5),Kerry Hatley
219,Melissa Mullins,Klaudia Sygula,Melissa Mullins,Women's Bantamweight Bout,KO/TKO,2,1:20,3 Rnd (5-5-5),Chris Tognoni
220,Brandon Moreno,Amir Albazi,Brandon Moreno,Flyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
221,Erin Blanchfield,Rose Namajunas,Erin Blanchfield,Women's Flyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Blake Grice
222,Caio Machado,Brendson Ribeiro,Brendson Ribeiro,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jerin Valel
223,Ariane da Silva,Jasmine Jasudavicius,Jasmine Jasudavicius,Women's Flyweight Bout,Submission,3,2:28,3 Rnd (5-5-5),Luke Boutin
224,Marc-Andre Barriault,Dustin Stoltzfus,Dustin Stoltzfus,Middleweight Bout,KO/TKO,1,4:28,3 Rnd (5-5-5),Marc Goddard
225,Mike Malott,Trevin Giles,Mike Malott,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andy Social
226,Aiemann Zahabi,Pedro Munhoz,Aiemann Zahabi,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel
227,Charles Jourdain,Victor Henry,Charles Jourdain,Bantamweight Bout,Submission,2,3:43,3 Rnd (5-5-5),Blake Grice
228,Jack Shore,Youssef Zalal,Youssef Zalal,Featherweight Bout,Submission,2,0:59,3 Rnd (5-5-5),Luke Boutin
229,Alexandr Romanov,Rodrigo Nascimento,Alexandr Romanov,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
230,Serhiy Sidey,Garrett Armfield,Serhiy Sidey,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Andy Social
231,Chad Anheliger,Cody Gibson,Cody Gibson,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel
232,Jamey-Lyn Horth,Ivana Petrovic,Jamey-Lyn Horth,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Blake Grice
233,Ilia Topuria,Max Holloway,Ilia Topuria,UFC Featherweight Title Bout,KO/TKO,3,1:34,5 Rnd (5-5-5-5-5),Marc Goddard
234,Robert Whittaker,Khamzat Chimaev,Khamzat Chimaev,Middleweight Bout,Submission,1,3:34,5 Rnd (5-5-5-5-5),Jason Herzog
235,Magomed Ankalaev,Aleksandar Rakic,Magomed Ankalaev,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro
236,Lerone Murphy,Dan Ige,Lerone Murphy,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
237,Shara Magomedov,Armen Petrosyan,Shara Magomedov,Middleweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Kerry Hatley
238,Ibo Aslan,Rafael Cerqueira,Ibo Aslan,Light Heavyweight Bout,KO/TKO,1,0:51,3 Rnd (5-5-5),Marc Goddard
239,Geoff Neal,Rafael Dos Anjos,Geoff Neal,Welterweight Bout,KO/TKO,1,1:30,3 Rnd (5-5-5),Mark Smith
240,Mateusz Rebecki,Myktybek Orolbai,Mateusz Rebecki,Catch Weight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro
241,Abus Magomedov,Brunno Ferreira,Abus Magomedov,Middleweight Bout,Submission,3,3:14,3 Rnd (5-5-5),Marc Goddard
242,Kennedy Nzechukwu,Chris Barnett,Kennedy Nzechukwu,Heavyweight Bout,KO/TKO,1,4:27,3 Rnd (5-5-5),Jason Herzog
243,Farid Basharat,Victor Hugo,Farid Basharat,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
244,Ismail Naurdiev,Bruno Silva,Ismail Naurdiev,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
245,Rinat Fakhretdinov,Carlos Leal,Rinat Fakhretdinov,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro
246,Anthony Hernandez,Michel Pereira,Anthony Hernandez,Middleweight Bout,KO/TKO,5,2:22,5 Rnd (5-5-5-5-5),Herb Dean
247,Rob Font,Kyler Phillips,Rob Font,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
248,Charles Johnson,Sumudaerji,Charles Johnson,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
249,Jake Hadley,Cameron Smotherman,Cameron Smotherman,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
250,Darren Elkins,Daniel Pineda,Darren Elkins,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
251,Matheus Nicolau,Asu Almabayev,Asu Almabayev,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
252,Brad Katona,Jean Matsumoto,Jean Matsumoto,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
253,Joselyne Edwards,Tamires Vidal,Joselyne Edwards,Women's Bantamweight Bout,Submission,3,4:33,3 Rnd (5-5-5),Herb Dean
254,Jessica Penne,Elise Reed,Elise Reed,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
255,Melissa Martinez,Alice Ardelean,Melissa Martinez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
256,Austen Lane,Robelis Despaigne,Austen Lane,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
257,Brandon Royval,Tatsuro Taira,Brandon Royval,Flyweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog
258,Brad Tavares,JunYong Park,JunYong Park,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),
259,Chidi Njokuani,Jared Gooden,Chidi Njokuani,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
260,Grant Dawson,Rafa Garcia,Grant Dawson,Lightweight Bout,KO/TKO,2,1:42,3 Rnd (5-5-5),Chris Tognoni
261,Daniel Rodriguez,Alex Morono,Daniel Rodriguez,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
262,CJ Vergara,Ramazan Temirov,Ramazan Temirov,Flyweight Bout,KO/TKO,1,2:50,3 Rnd (5-5-5),Jason Herzog
263,Jonathan Pearce,Pat Sabatini,Pat Sabatini,Featherweight Bout,Submission,1,4:06,3 Rnd (5-5-5),Chris Tognoni
264,Themba Gorimbo,Niko Price,Themba Gorimbo,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
265,Junior Tafa,Sean Sharaf,Junior Tafa,Heavyweight Bout,KO/TKO,2,2:15,3 Rnd (5-5-5),Mark Smith
266,Julia Polastri,Cory McKenna,Julia Polastri,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
267,Dan Argueta,Cody Haddon,Cody Haddon,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
268,Clayton Carpenter,Lucas Rocha,Clayton Carpenter,Flyweight Bout,Submission,2,2:12,3 Rnd (5-5-5),Mark Smith
269,Alex Pereira,Khalil Rountree Jr.,Alex Pereira,UFC Light Heavyweight Title Bout,KO/TKO,4,4:32,5 Rnd (5-5-5-5-5),Marc Goddard
270,Raquel Pennington,Julianna Pena,Julianna Pena,UFC Women's Bantamweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog
271,Jose Aldo,Mario Bautista,Mario Bautista,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
272,Roman Dolidze,Kevin Holland,Roman Dolidze,Middleweight Bout,KO/TKO,1,5:00,3 Rnd (5-5-5),Jason Herzog
273,Ketlen Vieira,Kayla Harrison,Kayla Harrison,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
274,Stephen Thompson,Joaquin Buckley,Joaquin Buckley,Welterweight Bout,KO/TKO,3,2:17,3 Rnd (5-5-5),Mike Beltran
275,Marina Rodriguez,Iasmin Lucindo,Iasmin Lucindo,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
276,Austin Hubbard,Alexander Hernandez,Alexander Hernandez,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson
277,Cesar Almeida,Ihor Potieria,Cesar Almeida,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Seljestad
278,Ryan Spann,Ovince Saint Preux,Ryan Spann,Light Heavyweight Bout,Submission,1,1:35,3 Rnd (5-5-5),Mike Beltran
279,Carla Esparza,Tecia Pennington,Tecia Pennington,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson
280,Court McGee,Tim Means,Court McGee,Welterweight Bout,Submission,1,3:19,3 Rnd (5-5-5),Jason Herzog
281,Renato Moicano,Benoit Saint Denis,Renato Moicano,Lightweight Bout,TKO - Doctor's Stoppage,2,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
282,Nassourdine Imavov,Brendan Allen,Nassourdine Imavov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
283,William Gomis,Joanderson Brito,William Gomis,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell
284,Kevin Jousset,Bryan Battle,Bryan Battle,Welterweight Bout,KO/TKO,2,3:47,3 Rnd (5-5-5),Herb Dean
285,Morgan Charriere,Gabriel Miranda,Morgan Charriere,Featherweight Bout,KO/TKO,2,0:27,3 Rnd (5-5-5),Marc Goddard
286,Fares Ziam,Matt Frevola,Fares Ziam,Lightweight Bout,KO/TKO,3,2:59,3 Rnd (5-5-5),Loic Pora
287,Ion Cutelaba,Ivan Erslan,Ion Cutelaba,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean
288,Oumar Sy,Da Woon Jung,Oumar Sy,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
289,Ludovit Klein,Roosevelt Roberts,Ludovit Klein,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Christophe Chapuis
290,Taylor Lapilus,Vince Morales,Taylor Lapilus,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
291,Ailin Perez,Daria Zhelezniakova,Ailin Perez,Women's Bantamweight Bout,Submission,1,3:52,3 Rnd (5-5-5),Herb Dean
292,Daniel Barez,Victor Altamirano,Daniel Barez,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
293,Nora Cornolle,Jacqueline Cavalcanti,Jacqueline Cavalcanti,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Christophe Chapuis
294,Bolaji Oki,Chris Duncan,Chris Duncan,Lightweight Bout,Submission,1,3:34,3 Rnd (5-5-5),Loic Pora
295,Sean O'Malley,Merab Dvalishvili,Merab Dvalishvili,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean
296,Alexa Grasso,Valentina Shevchenko,Valentina Shevchenko,UFC Women's Flyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith
297,Brian Ortega,Diego Lopes,Diego Lopes,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
298,Daniel Zellhuber,Esteban Ribovics,Esteban Ribovics,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog
299,Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
300,Irene Aldana,Norma Dumont,Norma Dumont,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
301,Manuel Torres,Ignacio Bahamondes,Ignacio Bahamondes,Lightweight Bout,KO/TKO,1,4:02,3 Rnd (5-5-5),Marc Goddard
302,Yazmin Jauregui,Ketlen Souza,Ketlen Souza,Women's Strawweight Bout,Submission,1,3:02,3 Rnd (5-5-5),Jason Herzog
303,Edgar Chairez,Joshua Van,Joshua Van,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
304,Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
305,Gilbert Burns,Sean Brady,Sean Brady,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean
306,Jessica Andrade,Natalia Silva,Natalia Silva,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
307,Steve Garcia,Kyle Nelson,Steve Garcia,Featherweight Bout,KO/TKO,1,3:59,3 Rnd (5-5-5),Mark Smith
308,Matt Schnell,Cody Durden,Cody Durden,Bantamweight Bout,Submission,2,0:29,3 Rnd (5-5-5),Chris Tognoni
309,Trevor Peek,Yanal Ashmouz,Yanal Ashmouz,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
310,Rongzhu,Chris Padilla,Chris Padilla,Lightweight Bout,TKO - Doctor's Stoppage,2,4:14,3 Rnd (5-5-5),Kerry Hatley
311,Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,Featherweight Bout,Submission,2,4:19,3 Rnd (5-5-5),Mark Smith
312,Felipe dos Santos,Andre Lima,Andre Lima,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
313,Yizha,Gabriel Santos,Gabriel Santos,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley
314,Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,Women's Strawweight Bout,Submission,1,3:28,3 Rnd (5-5-5),Jacob Montalvo
315,Andre Petroski,Dylan Budka,Andre Petroski,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith
316,Zygimantas Ramaska,Nathan Fletcher,Nathan Fletcher,Featherweight Bout,Submission,2,1:14,3 Rnd (5-5-5),Herb Dean
317,Jared Cannonier,Caio Borralho,Caio Borralho,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta
318,Angela Hill,Tabatha Ricci,Tabatha Ricci,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
319,Robert Valentin,Ryan Loder,Ryan Loder,Middleweight Bout,KO/TKO,2,1:49,3 Rnd + OT (5-5-5-5),Mark Smith
320,Kaan Ofli,Mairon Santos,Mairon Santos,Featherweight Bout,KO/TKO,2,1:30,3 Rnd + OT (5-5-5-5),Chris Tognoni
321,Neil Magny,Michael Morales,Michael Morales,Welterweight Bout,KO/TKO,1,4:39,3 Rnd (5-5-5),Dan Miragliotta
322,Edmen Shahbazyan,Gerald Meerschaert,Gerald Meerschaert,Middleweight Bout,Submission,2,4:12,3 Rnd (5-5-5),Mark Smith
323,Dennis Buzukja,Francis Marshall,Francis Marshall,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson
324,Zachary Reese,Jose Daniel Medina,Zachary Reese,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta
325,Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni
326,Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith
327,Wang Cong,Victoria Leonardo,Wang Cong,Women's Flyweight Bout,KO/TKO,1,1:02,3 Rnd (5-5-5),Chris Tognoni
328,Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,UFC Middleweight Title Bout,Submission,4,3:38,5 Rnd (5-5-5-5-5),Marc Goddard
329,Kai Kara-France,Steve Erceg,Kai Kara-France,Flyweight Bout,KO/TKO,1,4:04,3 Rnd (5-5-5),Rich Mitchell
330,Mateusz Gamrot,Dan Hooker,Dan Hooker,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jim Perdios
331,Tai Tuivasa,Jairzinho Rozenstruik,Jairzinho Rozenstruik,Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard
332,Li Jingliang,Carlos Prates,Carlos Prates,Welterweight Bout,KO/TKO,2,4:02,3 Rnd (5-5-5),Matt Wynne
333,Junior Tafa,Valter Walker,Valter Walker,Heavyweight Bout,Submission,1,4:56,3 Rnd (5-5-5),Steve Perceval
334,Josh Culibao,Ricardo Ramos,Ricardo Ramos,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Matt Wynne
335,Casey O'Neill,Luana Santos,Casey O'Neill,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
336,Jack Jenkins,Herbert Burns,Jack Jenkins,Featherweight Bout,KO/TKO,3,0:48,3 Rnd (5-5-5),Marc Goddard
337,Tom Nolan,Alex Reyes,Tom Nolan,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell
338,Song Kenan,Ricky Glenn,Song Kenan,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jim Perdios
339,Stewart Nicoll,Jesus Aguilar,Jesus Aguilar,Flyweight Bout,Submission,1,2:39,3 Rnd (5-5-5),Steve Perceval
340,Marcin Tybura,Serghei Spivac,Serghei Spivac,Heavyweight Bout,Submission,1,1:44,5 Rnd (5-5-5-5-5),Herb Dean
341,Damon Jackson,Chepe Mariscal,Chepe Mariscal,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog
342,Danny Barlow,Nikolay Veretennikov,Danny Barlow,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran
343,Chris Gutierrez,Quang Le,Chris Gutierrez,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
344,Yana Santos,Chelsea Chandler,Yana Santos,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean
345,Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,Bantamweight Bout,Submission,2,1:55,3 Rnd (5-5-5),Jason Herzog
346,Karol Rosa,Pannie Kianzad,Karol Rosa,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
347,Jhonata Diniz,Karl Williams,Jhonata Diniz,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni
348,Youssef Zalal,Jarno Errens,Youssef Zalal,Featherweight Bout,Submission,1,3:52,3 Rnd (5-5-5),Mike Beltran
349,Stephanie Luciano,Talita Alencar,Stephanie Luciano,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel
350,Cory Sandhagen,Umar Nurmagomedov,Umar Nurmagomedov,Bantamweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard
351,Shara Magomedov,Michal Oleksiejczuk,Shara Magomedov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
352,Marlon Vera,Deiveson Figueiredo,Deiveson Figueiredo,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
353,Tony Ferguson,Michael Chiesa,Michael Chiesa,Welterweight Bout,Submission,1,3:44,3 Rnd (5-5-5),Marc Goddard
354,Mackenzie Dern,Loopy Godinez,Mackenzie Dern,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans
355,Joel Alvarez,Elves Brener,Joel Alvarez,Lightweight Bout,KO/TKO,3,3:36,3 Rnd (5-5-5),Lukasz Bosacki
356,Azamat Murzakanov,Alonzo Menifield,Azamat Murzakanov,Light Heavyweight Bout,KO/TKO,2,3:18,3 Rnd (5-5-5),Daniel Movahedi
357,Mohammad Yahya,Kaue Fernandes,Kaue Fernandes,Lightweight Bout,KO/TKO,1,4:45,3 Rnd (5-5-5),Marc Goddard
358,Shamil Gaziev,Don'Tale Mayes,Shamil Gaziev,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
359,Guram Kutateladze,Jordan Vucenic,Guram Kutateladze,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans
360,Viktoriia Dudakova,Sam Hughes,Sam Hughes,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
361,Jai Herbert,Rolando Bedoya,Jai Herbert,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki
362,Sedriques Dumas,Denis Tiuliulin,Sedriques Dumas,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson
363,Leon Edwards,Belal Muhammad,Belal Muhammad,UFC Welterweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran
364,Tom Aspinall,Curtis Blaydes,Tom Aspinall,UFC Interim Heavyweight Title Bout,KO/TKO,1,1:00,5 Rnd (5-5-5-5-5),Marc Goddard
365,King Green,Paddy Pimblett,Paddy Pimblett,Lightweight Bout,Submission,1,3:22,3 Rnd (5-5-5),Lukasz Bosacki
366,Christian Leroy Duncan,Gregory Rodrigues,Gregory Rodrigues,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi
367,Arnold Allen,Giga Chikadze,Arnold Allen,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard
368,Nathaniel Wood,Daniel Pineda,Nathaniel Wood,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran
